LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Descriptions
GBR,SUICIDE,TOT,SUM,PER,A,eightyFive,9.6,
GBR,SUICIDE,TOT,SUM,PER,A,eightySix,9,
GBR,SUICIDE,TOT,SUM,PER,A,eightySeven,8.4,
GBR,SUICIDE,TOT,SUM,PER,A,eightyEight,9,
GBR,SUICIDE,TOT,SUM,PER,A,eightyNine,7.9,
GBR,SUICIDE,TOT,SUM,PER,A,ninety,8.3,
GBR,SUICIDE,TOT,SUM,PER,A,ninetyOne,8.1,
GBR,SUICIDE,TOT,SUM,PER,A,ninetyTwo,8.2,
GBR,SUICIDE,TOT,SUM,PER,A,ninetyThree,7.8,
GBR,SUICIDE,TOT,SUM,PER,A,ninetyFour,7.6,
GBR,SUICIDE,TOT,SUM,PER,A,ninetyFive,7.5,
GBR,SUICIDE,TOT,SUM,PER,A,ninetySix,7.2,
GBR,SUICIDE,TOT,SUM,PER,A,ninetySeven,7.1,
GBR,SUICIDE,TOT,SUM,PER,A,ninetyEight,7.5,
GBR,SUICIDE,TOT,SUM,PER,A,ninetyNine,7.6,
GBR,SUICIDE,TOT,SUM,PER,A,one,7.1,
GBR,SUICIDE,TOT,SUM,PER,A,two,7,
GBR,SUICIDE,TOT,SUM,PER,A,three,6.7,
GBR,SUICIDE,TOT,SUM,PER,A,four,7,
GBR,SUICIDE,TOT,SUM,PER,A,five,6.7,
GBR,SUICIDE,TOT,SUM,PER,A,six,6.8,
GBR,SUICIDE,TOT,SUM,PER,A,seven,6.4,
GBR,SUICIDE,TOT,SUM,PER,A,eight,7,
GBR,SUICIDE,TOT,SUM,PER,A,nine,6.9,
GBR,SUICIDE,TOT,SUM,PER,A,ten,6.7,
GBR,SUICIDE,TOT,SUM,PER,A,eleven,7,
GBR,SUICIDE,TOT,SUM,PER,A,twelve,7,
GBR,SUICIDE,TOT,SUM,PER,A,thirteen,7.6,
GBR,SUICIDE,TOT,SUM,PER,A,fourteen,7.5,
GBR,SUICIDE,TOT,SUM,PER,A,fifteen,7.6,
GBR,SUICIDE,TOT,SUM,PER,A,sixteen,7.4,
GBR,SUICIDE,TOT,SUM,PER,A,seventeen,7.1,
GBR,SUICIDE,TOT,SUM,PER,A,eighteen,8.1,
GBR,SUICIDE,TOT,SUM,PER,A,nineteen,8.6,
GBR,SUICIDE,TOT,SUM,PER,A,twenty,8.4,https://www.ducksters.com/geography/country/united_kingdom_history_timeline.php. The fluctuating rate of suicide rates may be due to these events: 1979 - Margaret Thatcher becomes the first female prime minister of the United Kingdom. 1982 - The Falklands War occurs. 1991 - The United Kingdom joins the United States in the Gulf War. 2003 - The Iraq War occurs,
USA,SUICIDE,TOT,SUM,PER,A,sixty,13.9,
USA,SUICIDE,TOT,SUM,PER,A,sixtyOne,13.6,
USA,SUICIDE,TOT,SUM,PER,A,sixtyTwo,14.2,
USA,SUICIDE,TOT,SUM,PER,A,sixtyThree,14.3,
USA,SUICIDE,TOT,SUM,PER,A,sixtyFour,14,
USA,SUICIDE,TOT,SUM,PER,A,sixtyFive,14.4,
USA,SUICIDE,TOT,SUM,PER,A,sixtySix,14.1,
USA,SUICIDE,TOT,SUM,PER,A,sixtySeven,13.7,
USA,SUICIDE,TOT,SUM,PER,A,sixtyEight,13.5,
USA,SUICIDE,TOT,SUM,PER,A,sixtyNine,13.9,
USA,SUICIDE,TOT,SUM,PER,A,seventy,14.3,
USA,SUICIDE,TOT,SUM,PER,A,seventyOne,14.3,
USA,SUICIDE,TOT,SUM,PER,A,seventyTwo,14.5,
USA,SUICIDE,TOT,SUM,PER,A,seventyThree,14.2,
USA,SUICIDE,TOT,SUM,PER,A,seventyFour,14.2,
USA,SUICIDE,TOT,SUM,PER,A,seventyFive,14.5,
USA,SUICIDE,TOT,SUM,PER,A,seventySix,14.2,
USA,SUICIDE,TOT,SUM,PER,A,seventySeven,14.6,
USA,SUICIDE,TOT,SUM,PER,A,seventyEight,13.8,
USA,SUICIDE,TOT,SUM,PER,A,seventyNine,13.4,
USA,SUICIDE,TOT,SUM,PER,A,eighty,12.9,
USA,SUICIDE,TOT,SUM,PER,A,eightyOne,13.1,
USA,SUICIDE,TOT,SUM,PER,A,eightyTwo,13.3,
USA,SUICIDE,TOT,SUM,PER,A,eightyThree,13.3,
USA,SUICIDE,TOT,SUM,PER,A,eightyFour,13.4,
USA,SUICIDE,TOT,SUM,PER,A,eightyFive,13.3,
USA,SUICIDE,TOT,SUM,PER,A,eightySix,13.9,
USA,SUICIDE,TOT,SUM,PER,A,eightySeven,13.7,
USA,SUICIDE,TOT,SUM,PER,A,eightyEight,13.3,
USA,SUICIDE,TOT,SUM,PER,A,eightyNine,13.1,
USA,SUICIDE,TOT,SUM,PER,A,ninety,13.3,
USA,SUICIDE,TOT,SUM,PER,A,ninetyOne,13.1,
USA,SUICIDE,TOT,SUM,PER,A,ninetyTwo,12.8,
USA,SUICIDE,TOT,SUM,PER,A,ninetyThree,12.9,
USA,SUICIDE,TOT,SUM,PER,A,ninetyFour,12.7,
USA,SUICIDE,TOT,SUM,PER,A,ninetyFive,12.6,
USA,SUICIDE,TOT,SUM,PER,A,ninetySix,12.3,
USA,SUICIDE,TOT,SUM,PER,A,ninetySeven,12.1,
USA,SUICIDE,TOT,SUM,PER,A,ninetyEight,11.9,
USA,SUICIDE,TOT,SUM,PER,A,ninetyNine,11.3,
USA,SUICIDE,TOT,SUM,PER,A,zero,11,
USA,SUICIDE,TOT,SUM,PER,A,one,11.3,
USA,SUICIDE,TOT,SUM,PER,A,two,11.5,
USA,SUICIDE,TOT,SUM,PER,A,three,11.3,
USA,SUICIDE,TOT,SUM,PER,A,four,11.5,
USA,SUICIDE,TOT,SUM,PER,A,five,11.4,
USA,SUICIDE,TOT,SUM,PER,A,six,11.5,
USA,SUICIDE,TOT,SUM,PER,A,seven,11.9,
USA,SUICIDE,TOT,SUM,PER,A,eight,12.2,
USA,SUICIDE,TOT,SUM,PER,A,nine,12.4,
USA,SUICIDE,TOT,SUM,PER,A,ten,12.8,
USA,SUICIDE,TOT,SUM,PER,A,eleven,13,
USA,SUICIDE,TOT,SUM,PER,A,twelve,13.2,
USA,SUICIDE,TOT,SUM,PER,A,thirteen,13.4,
USA,SUICIDE,TOT,SUM,PER,A,fourteen,13.8,
USA,SUICIDE,TOT,SUM,PER,A,fifteen,14,
USA,SUICIDE,TOT,SUM,PER,A,sixteen,14.2,
USA,SUICIDE,TOT,SUM,PER,A,seventeen,14.8,
USA,SUICIDE,TOT,SUM,PER,A,eighteen,15,
USA,SUICIDE,TOT,SUM,PER,A,nineteen,14.7,
USA,SUICIDE,TOT,SUM,PER,A,twenty,14.1,https://www.ducksters.com/geography/country/united_states_history_timeline.php. The fluctuating rate of suicide rates may be due to these events: 1963 - President John F. Kennedy is assassinated. 1968 - Martin Luther King Jr. is assassinated. 2001 - The 9-11 terrorist attacks occur when hijacked passenger planes crash into the World Trade Center towers and The Pentagon. 2003 - The Iraq War begins as the U.S. and other countries invade Iraq,
BRA,SUICIDE,TOT,SUM,PER,A,seventyNine,4.4,
BRA,SUICIDE,TOT,SUM,PER,A,eighty,5,
BRA,SUICIDE,TOT,SUM,PER,A,eightyOne,4.8,
BRA,SUICIDE,TOT,SUM,PER,A,eightyTwo,4.6,
BRA,SUICIDE,TOT,SUM,PER,A,eightyThree,5.2,
BRA,SUICIDE,TOT,SUM,PER,A,eightyFour,5,
BRA,SUICIDE,TOT,SUM,PER,A,eightyFive,4.8,
BRA,SUICIDE,TOT,SUM,PER,A,ninety,4.8,
BRA,SUICIDE,TOT,SUM,PER,A,ninetyOne,5.1,
BRA,SUICIDE,TOT,SUM,PER,A,ninetyTwo,4.9,
BRA,SUICIDE,TOT,SUM,PER,A,ninetyThree,4.9,
BRA,SUICIDE,TOT,SUM,PER,A,ninetyFour,5.1,
BRA,SUICIDE,TOT,SUM,PER,A,ninetyFive,5.5,
BRA,SUICIDE,TOT,SUM,PER,A,ninetySix,5.6,
BRA,SUICIDE,TOT,SUM,PER,A,ninetySeven,5.5,
BRA,SUICIDE,TOT,SUM,PER,A,ninetyEight,5.5,
BRA,SUICIDE,TOT,SUM,PER,A,ninetyNine,4.9,
BRA,SUICIDE,TOT,SUM,PER,A,zero,5.1,
BRA,SUICIDE,TOT,SUM,PER,A,one,5.5,
BRA,SUICIDE,TOT,SUM,PER,A,two,5.3,
BRA,SUICIDE,TOT,SUM,PER,A,three,5.2,
BRA,SUICIDE,TOT,SUM,PER,A,four,5.3,
BRA,SUICIDE,TOT,SUM,PER,A,five,5.6,
BRA,SUICIDE,TOT,SUM,PER,A,six,5.4,
BRA,SUICIDE,TOT,SUM,PER,A,seven,5.5,
BRA,SUICIDE,TOT,SUM,PER,A,eight,5.6,
BRA,SUICIDE,TOT,SUM,PER,A,nine,5.6,
BRA,SUICIDE,TOT,SUM,PER,A,ten,5.6,
BRA,SUICIDE,TOT,SUM,PER,A,eleven,5.7,
BRA,SUICIDE,TOT,SUM,PER,A,twelve,5.9,
BRA,SUICIDE,TOT,SUM,PER,A,thirteen,5.9,
BRA,SUICIDE,TOT,SUM,PER,A,fourteen,5.8,
BRA,SUICIDE,TOT,SUM,PER,A,fifteen,6.1,
BRA,SUICIDE,TOT,SUM,PER,A,sixteen,6.1,
BRA,SUICIDE,TOT,SUM,PER,A,seventeen,6.5,
BRA,SUICIDE,TOT,SUM,PER,A,eighteen,6.5,
BRA,SUICIDE,TOT,SUM,PER,A,nineteen,6.7,https://www.ducksters.com/geography/country/brazil_history_timeline.php. The fluctuating rate of suicide rates may be due to these events: 1954 - The military demands Vargas' resignation. He commits suicide. 1964 - The military takes control of the government. 1985 - The military gives up governmental power and democracy is restored. 2011 - Dilma Rousseff becomes president. She is the first woman president of Brazil,
CHL,SUICIDE,TOT,SUM,PER,A,sixty,11,
CHL,SUICIDE,TOT,SUM,PER,A,sixtyOne,10.2,
CHL,SUICIDE,TOT,SUM,PER,A,sixtyTwo,9.1,
CHL,SUICIDE,TOT,SUM,PER,A,sixtyThree,5.1,
CHL,SUICIDE,TOT,SUM,PER,A,sixtyFour,3.9,
CHL,SUICIDE,TOT,SUM,PER,A,sixtyFive,2.9,
CHL,SUICIDE,TOT,SUM,PER,A,sixtySix,9.5,
CHL,SUICIDE,TOT,SUM,PER,A,sixtySeven,3.5,
CHL,SUICIDE,TOT,SUM,PER,A,sixtyEight,12,
CHL,SUICIDE,TOT,SUM,PER,A,sixtyNine,9.6,
CHL,SUICIDE,TOT,SUM,PER,A,seventy,8,
CHL,SUICIDE,TOT,SUM,PER,A,seventyOne,7.8,
CHL,SUICIDE,TOT,SUM,PER,A,seventyTwo,7.4,
CHL,SUICIDE,TOT,SUM,PER,A,seventyThree,7.3,
CHL,SUICIDE,TOT,SUM,PER,A,seventyFour,8.1,
CHL,SUICIDE,TOT,SUM,PER,A,seventyFive,9.8,
CHL,SUICIDE,TOT,SUM,PER,A,seventySix,7.8,
CHL,SUICIDE,TOT,SUM,PER,A,seventySeven,8.1,
CHL,SUICIDE,TOT,SUM,PER,A,seventyEight,7.1,
CHL,SUICIDE,TOT,SUM,PER,A,seventyNine,7.8,
CHL,SUICIDE,TOT,SUM,PER,A,eighty,6.1,
CHL,SUICIDE,TOT,SUM,PER,A,eightyOne,7.4,
CHL,SUICIDE,TOT,SUM,PER,A,eightyTwo,7.6,
CHL,SUICIDE,TOT,SUM,PER,A,eightyFour,7.8,
CHL,SUICIDE,TOT,SUM,PER,A,eightyFive,7.8,
CHL,SUICIDE,TOT,SUM,PER,A,eightySix,7,
CHL,SUICIDE,TOT,SUM,PER,A,eightySeven,7.1,
CHL,SUICIDE,TOT,SUM,PER,A,eightyEight,7,
CHL,SUICIDE,TOT,SUM,PER,A,eightyNine,7.1,
CHL,SUICIDE,TOT,SUM,PER,A,ninety,7.2,
CHL,SUICIDE,TOT,SUM,PER,A,ninetyOne,7.3,
CHL,SUICIDE,TOT,SUM,PER,A,ninetyTwo,6,
CHL,SUICIDE,TOT,SUM,PER,A,ninetyThree,6.9,
CHL,SUICIDE,TOT,SUM,PER,A,ninetyFour,7.1,
CHL,SUICIDE,TOT,SUM,PER,A,ninetyFive,8.1,
CHL,SUICIDE,TOT,SUM,PER,A,ninetySix,7.6,
CHL,SUICIDE,TOT,SUM,PER,A,ninetySeven,7.4,
CHL,SUICIDE,TOT,SUM,PER,A,ninetyEight,8.3,
CHL,SUICIDE,TOT,SUM,PER,A,ninetyNine,8.3,
CHL,SUICIDE,TOT,SUM,PER,A,zero,11.3,
CHL,SUICIDE,TOT,SUM,PER,A,one,11.9,
CHL,SUICIDE,TOT,SUM,PER,A,two,11.6,
CHL,SUICIDE,TOT,SUM,PER,A,three,11.9,
CHL,SUICIDE,TOT,SUM,PER,A,four,11.9,
CHL,SUICIDE,TOT,SUM,PER,A,five,11.4,
CHL,SUICIDE,TOT,SUM,PER,A,six,11.9,
CHL,SUICIDE,TOT,SUM,PER,A,seven,11.9,
CHL,SUICIDE,TOT,SUM,PER,A,eight,13.2,
CHL,SUICIDE,TOT,SUM,PER,A,nine,13.4,
CHL,SUICIDE,TOT,SUM,PER,A,ten,12.3,
CHL,SUICIDE,TOT,SUM,PER,A,eleven,12.5,
CHL,SUICIDE,TOT,SUM,PER,A,twelve,11.2,
CHL,SUICIDE,TOT,SUM,PER,A,thirteen,10.5,
CHL,SUICIDE,TOT,SUM,PER,A,fourteen,10.6,
CHL,SUICIDE,TOT,SUM,PER,A,fifteen,10.9,
CHL,SUICIDE,TOT,SUM,PER,A,sixteen,10.6,
CHL,SUICIDE,TOT,SUM,PER,A,seventeen,10.5,
CHL,SUICIDE,TOT,SUM,PER,A,eighteen,10,https://www.bbc.com/news/world-latin-america-19356356.amp. The fluctuating rate of suicide rates may be due to these events: 1964 - Eduardo Frei Montalva elected president and introduces cautious social reforms but fails to curb inflation. 1973 - Chief of Staff General Augusto Pinochet ousts Allende in a coup and proceeds to establish a brutal dictatorship. 2000 - Chilean courts strip Gen Pinochet of his immunity from prosecution several times with judges usually citing concerns over the general's health. 2010 - Hundreds die and widespread damage is caused as a massive earthquake strikes central Chile. The 8.8 magnitude quake is the biggest to hit the country in 50 years,
EST,SUICIDE,TOT,SUM,PER,A,eightyOne,40.1,
EST,SUICIDE,TOT,SUM,PER,A,eightyTwo,35.5,
EST,SUICIDE,TOT,SUM,PER,A,eightyFour,33.6,
EST,SUICIDE,TOT,SUM,PER,A,eightySix,31,
EST,SUICIDE,TOT,SUM,PER,A,eightySeven,28.1,
EST,SUICIDE,TOT,SUM,PER,A,eightyEight,27.6,
EST,SUICIDE,TOT,SUM,PER,A,eightyNine,28.1,
EST,SUICIDE,TOT,SUM,PER,A,ninety,30.3,
EST,SUICIDE,TOT,SUM,PER,A,ninetyOne,30.2,
EST,SUICIDE,TOT,SUM,PER,A,ninetyTwo,35.3,
EST,SUICIDE,TOT,SUM,PER,A,ninetyThree,41.7,
EST,SUICIDE,TOT,SUM,PER,A,ninetyFour,44.5,
EST,SUICIDE,TOT,SUM,PER,A,ninetyFive,43.7,
EST,SUICIDE,TOT,SUM,PER,A,ninetySix,41.9,
EST,SUICIDE,TOT,SUM,PER,A,ninetySeven,39.4,
EST,SUICIDE,TOT,SUM,PER,A,ninetyEight,36,
EST,SUICIDE,TOT,SUM,PER,A,ninetyNine,35.5,
EST,SUICIDE,TOT,SUM,PER,A,zero,27.5,
EST,SUICIDE,TOT,SUM,PER,A,one,29.8,
EST,SUICIDE,TOT,SUM,PER,A,two,27.3,
EST,SUICIDE,TOT,SUM,PER,A,three,25,
EST,SUICIDE,TOT,SUM,PER,A,four,24,
EST,SUICIDE,TOT,SUM,PER,A,five,20.1,
EST,SUICIDE,TOT,SUM,PER,A,six,17.8,
EST,SUICIDE,TOT,SUM,PER,A,seven,18.8,
EST,SUICIDE,TOT,SUM,PER,A,eight,17.7,
EST,SUICIDE,TOT,SUM,PER,A,nine,19.8,
EST,SUICIDE,TOT,SUM,PER,A,ten,16.2,
EST,SUICIDE,TOT,SUM,PER,A,eleven,15.7,
EST,SUICIDE,TOT,SUM,PER,A,twelve,17.2,
EST,SUICIDE,TOT,SUM,PER,A,thirteen,15.9,
EST,SUICIDE,TOT,SUM,PER,A,fourteen,17.7,
EST,SUICIDE,TOT,SUM,PER,A,fifteen,14.5,
EST,SUICIDE,TOT,SUM,PER,A,sixteen,13.3,
EST,SUICIDE,TOT,SUM,PER,A,seventeen,16.5,
EST,SUICIDE,TOT,SUM,PER,A,eighteen,14,
EST,SUICIDE,TOT,SUM,PER,A,nineteen,14.1,
EST,SUICIDE,TOT,SUM,PER,A,twenty,15.2,https://www.globalroadwarrior.com/estonia/historical-timeline.html. The fluctuating rate of suicide rates may be due to these events: 1949 - A guerrilla war is fought between the occupying forces and Estonians known as the Forest Brothers. The war is ended by the mass deportation of over 20000 Estonians to inhospitable areas of the Soviet Union. 1960 - Some of the deported Estonians are allowed to return to the country. 1987 - The first open protests against Soviet rule occur on the streets of Estonian cities. 2017 - NATO sends 800 British troops to Estonia in an effort to combat what it sees as Russian aggression. Other troops are deployed to surrounding Baltic nations as part of a major NATO mission,
ISR,SUICIDE,TOT,SUM,PER,A,seventyFive,11.8,
ISR,SUICIDE,TOT,SUM,PER,A,seventySix,11.9,
ISR,SUICIDE,TOT,SUM,PER,A,seventySeven,8.9,
ISR,SUICIDE,TOT,SUM,PER,A,seventyEight,8.1,
ISR,SUICIDE,TOT,SUM,PER,A,seventyNine,9.6,
ISR,SUICIDE,TOT,SUM,PER,A,eighty,8.8,
ISR,SUICIDE,TOT,SUM,PER,A,eightyOne,7.6,
ISR,SUICIDE,TOT,SUM,PER,A,eightyTwo,7.1,
ISR,SUICIDE,TOT,SUM,PER,A,eightyThree,9,
ISR,SUICIDE,TOT,SUM,PER,A,eightyFour,7.9,
ISR,SUICIDE,TOT,SUM,PER,A,eightyFive,8.1,
ISR,SUICIDE,TOT,SUM,PER,A,eightySix,9.4,
ISR,SUICIDE,TOT,SUM,PER,A,eightySeven,9.4,
ISR,SUICIDE,TOT,SUM,PER,A,eightyEight,9.8,
ISR,SUICIDE,TOT,SUM,PER,A,eightyNine,11.3,
ISR,SUICIDE,TOT,SUM,PER,A,ninety,9.1,
ISR,SUICIDE,TOT,SUM,PER,A,ninetyOne,10.3,
ISR,SUICIDE,TOT,SUM,PER,A,ninetyTwo,9.9,
ISR,SUICIDE,TOT,SUM,PER,A,ninetyThree,9.5,
ISR,SUICIDE,TOT,SUM,PER,A,ninetyFour,10.5,
ISR,SUICIDE,TOT,SUM,PER,A,ninetyFive,8.7,
ISR,SUICIDE,TOT,SUM,PER,A,ninetySix,7,
ISR,SUICIDE,TOT,SUM,PER,A,ninetySeven,8.3,
ISR,SUICIDE,TOT,SUM,PER,A,ninetyEight,6.8,
ISR,SUICIDE,TOT,SUM,PER,A,ninetyNine,7.4,
ISR,SUICIDE,TOT,SUM,PER,A,zero,7.5,
ISR,SUICIDE,TOT,SUM,PER,A,one,7.5,
ISR,SUICIDE,TOT,SUM,PER,A,two,7,
ISR,SUICIDE,TOT,SUM,PER,A,three,7.8,
ISR,SUICIDE,TOT,SUM,PER,A,four,7.3,
ISR,SUICIDE,TOT,SUM,PER,A,five,7.5,
ISR,SUICIDE,TOT,SUM,PER,A,six,6.1,
ISR,SUICIDE,TOT,SUM,PER,A,seven,5.5,
ISR,SUICIDE,TOT,SUM,PER,A,eight,5.8,
ISR,SUICIDE,TOT,SUM,PER,A,nine,6.3,
ISR,SUICIDE,TOT,SUM,PER,A,ten,7.5,
ISR,SUICIDE,TOT,SUM,PER,A,eleven,6.4,
ISR,SUICIDE,TOT,SUM,PER,A,twelve,6.6,
ISR,SUICIDE,TOT,SUM,PER,A,thirteen,5.6,
ISR,SUICIDE,TOT,SUM,PER,A,fourteen,5.6,
ISR,SUICIDE,TOT,SUM,PER,A,fifteen,5,
ISR,SUICIDE,TOT,SUM,PER,A,sixteen,5.6,
ISR,SUICIDE,TOT,SUM,PER,A,seventeen,5.6,
ISR,SUICIDE,TOT,SUM,PER,A,eighteen,6.2,
ISR,SUICIDE,TOT,SUM,PER,A,nineteen,5.7,
ISR,SUICIDE,TOT,SUM,PER,A,twenty,5.7,https://www.ducksters.com/geography/country/israel_history_timeline.php. The fluctuating rate of suicide rates may be due to these events: 1967 - The Six-Day War is fought between Israel and a group of Arab nations. 1973 - The Yom Kippur War takes place when Egypt and Syria attack Israel on the Jewish holy day of Yom Kippur. Israel was able to push back the Egyptian army. 1991 - The Gulf War occurs. Israel is hit by Scud missiles from Iraq,
RUS,SUICIDE,TOT,SUM,PER,A,eighty,37.7,
RUS,SUICIDE,TOT,SUM,PER,A,eightyOne,37.4,
RUS,SUICIDE,TOT,SUM,PER,A,eightyTwo,37.8,
RUS,SUICIDE,TOT,SUM,PER,A,eightyFour,34.4,
RUS,SUICIDE,TOT,SUM,PER,A,eightySix,26.2,
RUS,SUICIDE,TOT,SUM,PER,A,eightySeven,26.5,
RUS,SUICIDE,TOT,SUM,PER,A,eightyEight,27.7,
RUS,SUICIDE,TOT,SUM,PER,A,eightyNine,29,
RUS,SUICIDE,TOT,SUM,PER,A,ninety,29.6,
RUS,SUICIDE,TOT,SUM,PER,A,ninetyOne,29.3,
RUS,SUICIDE,TOT,SUM,PER,A,ninetyTwo,33.8,
RUS,SUICIDE,TOT,SUM,PER,A,ninetyThree,41.2,
RUS,SUICIDE,TOT,SUM,PER,A,ninetyFour,45.3,
RUS,SUICIDE,TOT,SUM,PER,A,ninetyFive,44.2,
RUS,SUICIDE,TOT,SUM,PER,A,ninetySix,41.7,
RUS,SUICIDE,TOT,SUM,PER,A,ninetySeven,39.5,
RUS,SUICIDE,TOT,SUM,PER,A,ninetyEight,37,
RUS,SUICIDE,TOT,SUM,PER,A,ninetyNine,40.7,
RUS,SUICIDE,TOT,SUM,PER,A,zero,40.2,
RUS,SUICIDE,TOT,SUM,PER,A,one,40.2,
RUS,SUICIDE,TOT,SUM,PER,A,two,38.7,
RUS,SUICIDE,TOT,SUM,PER,A,three,36.2,
RUS,SUICIDE,TOT,SUM,PER,A,four,34.3,
RUS,SUICIDE,TOT,SUM,PER,A,five,31.8,
RUS,SUICIDE,TOT,SUM,PER,A,six,29.7,
RUS,SUICIDE,TOT,SUM,PER,A,seven,28.4,
RUS,SUICIDE,TOT,SUM,PER,A,eight,26.5,
RUS,SUICIDE,TOT,SUM,PER,A,nine,25.7,
RUS,SUICIDE,TOT,SUM,PER,A,ten,22.8,
RUS,SUICIDE,TOT,SUM,PER,A,eleven,21.3,
RUS,SUICIDE,TOT,SUM,PER,A,twelve,20.3,
RUS,SUICIDE,TOT,SUM,PER,A,thirteen,19.6,
RUS,SUICIDE,TOT,SUM,PER,A,fourteen,18.3,
RUS,SUICIDE,TOT,SUM,PER,A,fifteen,17.1,
RUS,SUICIDE,TOT,SUM,PER,A,nineteen,11.7,https://www.ducksters.com/geography/country/russia_history_timeline.php. The fluctuating rate of suicide rates may be due to these events: 1962 - The Cuban Missile Crisis occurs as the Soviets place missiles in Cuba. 1979 - The Soviet-Afghanistan War begins. The Soviets have little success against the Afghanistan rebels. They leave in 1989 defeated. 1980 - The 1980 Summer Olympics are held in Moscow. Many countries boycott the games including the United States. 1991 - The Soviet Union is dissolved. Many countries gain their independence. The country of Russia is established,
SVN,SUICIDE,TOT,SUM,PER,A,eightyFour,36.7,
SVN,SUICIDE,TOT,SUM,PER,A,eightySix,33.8,
SVN,SUICIDE,TOT,SUM,PER,A,eightySeven,35.2,
SVN,SUICIDE,TOT,SUM,PER,A,eightyEight,35.7,
SVN,SUICIDE,TOT,SUM,PER,A,eightyNine,38,
SVN,SUICIDE,TOT,SUM,PER,A,ninety,31,
SVN,SUICIDE,TOT,SUM,PER,A,ninetyOne,35.5,
SVN,SUICIDE,TOT,SUM,PER,A,ninetyTwo,32.1,
SVN,SUICIDE,TOT,SUM,PER,A,ninetyThree,33.1,
SVN,SUICIDE,TOT,SUM,PER,A,ninetyFour,33,
SVN,SUICIDE,TOT,SUM,PER,A,ninetyFive,29.9,
SVN,SUICIDE,TOT,SUM,PER,A,ninetySix,32.2,
SVN,SUICIDE,TOT,SUM,PER,A,ninetySeven,30.8,
SVN,SUICIDE,TOT,SUM,PER,A,ninetyEight,31.7,
SVN,SUICIDE,TOT,SUM,PER,A,ninetyNine,30.7,
SVN,SUICIDE,TOT,SUM,PER,A,zero,30.4,
SVN,SUICIDE,TOT,SUM,PER,A,one,29.6,
SVN,SUICIDE,TOT,SUM,PER,A,two,27,
SVN,SUICIDE,TOT,SUM,PER,A,three,28,
SVN,SUICIDE,TOT,SUM,PER,A,four,24.8,
SVN,SUICIDE,TOT,SUM,PER,A,five,24.4,
SVN,SUICIDE,TOT,SUM,PER,A,six,25.6,
SVN,SUICIDE,TOT,SUM,PER,A,seven,20.7,
SVN,SUICIDE,TOT,SUM,PER,A,eight,19.2,
SVN,SUICIDE,TOT,SUM,PER,A,nine,20.8,
SVN,SUICIDE,TOT,SUM,PER,A,ten,19.2,
SVN,SUICIDE,TOT,SUM,PER,A,eleven,20.1,
SVN,SUICIDE,TOT,SUM,PER,A,twelve,20.1,
SVN,SUICIDE,TOT,SUM,PER,A,thirteen,20.3,
SVN,SUICIDE,TOT,SUM,PER,A,fourteen,17.5,
SVN,SUICIDE,TOT,SUM,PER,A,fifteen,18.9,
SVN,SUICIDE,TOT,SUM,PER,A,sixteen,16.8,
SVN,SUICIDE,TOT,SUM,PER,A,seventeen,18.1,
SVN,SUICIDE,TOT,SUM,PER,A,eighteen,15.7,
SVN,SUICIDE,TOT,SUM,PER,A,nineteen,17.2,
SVN,SUICIDE,TOT,SUM,PER,A,twenty,15.7,https://www.bbc.com/news/world-europe-17847681. The fluctuating rate of suicide rates may be due to these events: 1945 - Slovenia becomes a constituent republic of socialist Yugoslavia. 1991 - Slovenia declares its independence. The Yugoslav federal army intervenes. Slovene forces defend the country. The EU brokers a ceasefire and the Yugoslav army withdraws. 2004 - Slovenia is one of 10 new states to join the EU. 2012 - Thousands of people take part in anti-austerity protests in Ljubljana and Maribor,
ZAF,SUICIDE,TOT,SUM,PER,A,ninetySix,0.6,
ZAF,SUICIDE,TOT,SUM,PER,A,ninetySeven,0.4,
ZAF,SUICIDE,TOT,SUM,PER,A,ninetyEight,0.7,
ZAF,SUICIDE,TOT,SUM,PER,A,ninetyNine,0.9,
ZAF,SUICIDE,TOT,SUM,PER,A,zero,0.7,
ZAF,SUICIDE,TOT,SUM,PER,A,one,0.9,
ZAF,SUICIDE,TOT,SUM,PER,A,two,0.6,
ZAF,SUICIDE,TOT,SUM,PER,A,three,0.7,
ZAF,SUICIDE,TOT,SUM,PER,A,four,1.1,
ZAF,SUICIDE,TOT,SUM,PER,A,five,1.2,
ZAF,SUICIDE,TOT,SUM,PER,A,six,1.3,
ZAF,SUICIDE,TOT,SUM,PER,A,seven,1,
ZAF,SUICIDE,TOT,SUM,PER,A,eight,1.1,
ZAF,SUICIDE,TOT,SUM,PER,A,nine,0.8,
ZAF,SUICIDE,TOT,SUM,PER,A,ten,1,
ZAF,SUICIDE,TOT,SUM,PER,A,eleven,0.8,
ZAF,SUICIDE,TOT,SUM,PER,A,twelve,1.1,
ZAF,SUICIDE,TOT,SUM,PER,A,thirteen,1.3,
ZAF,SUICIDE,TOT,SUM,PER,A,fourteen,1.2,
ZAF,SUICIDE,TOT,SUM,PER,A,fifteen,1,
ZAF,SUICIDE,TOT,SUM,PER,A,sixteen,0.8,
ZAF,SUICIDE,TOT,SUM,PER,A,seventeen,0.7,
